Registration Date,Quantity Industry Registration,Sales Type,Manufacturer Description,Month
2021-09-27,22,1,VOLVO                              ,9
2021-09-27,44,1,NISSAN                             ,9
2021-09-27,128,1,TOYOTA                             ,9
2021-09-28,341,1,NISSAN                             ,9
2021-09-28,23,2,CITROEN                            ,9
2021-09-28,41,1,MERCEDES-BENZ                      ,9
2021-09-28,169,2,JEEP,9
2021-09-28,17,1,CITROEN                            ,9
2021-09-28,79,2,MITSUBISHI                         ,9
2021-09-28,19,1,CHERY,9
2021-09-28,3,2,JAC,9
2021-09-28,181,2,NISSAN                             ,9
2021-09-28,6,1,DODGE                              ,9
2021-09-28,2,1,SUZUKI                             ,9
2021-09-28,632,2,FIAT                               ,9
2021-09-28,228,1,TOYOTA                             ,9
2021-09-28,1,1,DAF,9
2021-09-28,1,2,OTHERS,9
2021-09-28,58,2,BMW                             ,9
2021-09-28,7,2,AUDI                               ,9
2021-09-28,17,2,DAF,9
2021-09-28,2,2,PORSCHE                            ,9
2021-09-28,858,1,FIAT                               ,9
2021-09-28,181,2,RENAULT                            ,9
2021-09-28,488,1,VOLKSWAGEN                         ,9
2021-09-28,821,2,VOLKSWAGEN                         ,9
2021-09-28,14,1,IVECO                              ,9
2021-09-28,40,1,FORD,9
2021-09-28,367,2,HONDA                              ,9
2021-09-28,127,2,VOLVO                              ,9
2021-09-28,409,1,JEEP,9
2021-09-28,71,1,PEUGEOT                            ,9
2021-09-28,22,2,LAND ROVER                         ,9
2021-09-28,5,1,LAND ROVER                         ,9
2021-09-28,751,2,HYUNDAI                            ,9
2021-09-28,1,1,AGRALE                             ,9
2021-09-28,12,1,MITSUBISHI                         ,9
2021-09-28,31,2,SCANIA                             ,9
2021-09-28,4,2,MINI,9
2021-09-28,64,1,RENAULT                            ,9
2021-09-28,31,2,FORD,9
2021-09-28,611,1,HYUNDAI                            ,9
2021-09-28,162,2,CHERY,9
2021-09-28,252,1,GENERAL MOTORS                     ,9
2021-09-28,3,2,TROLLER,9
2021-09-28,3,2,EFFA MOTORS,9
2021-09-28,689,2,GENERAL MOTORS                     ,9
2021-09-28,31,2,PEUGEOT                            ,9
2021-09-28,16,1,AUDI                               ,9
2021-09-28,7,1,SCANIA                             ,9
2021-09-28,31,2,KIA                                ,9
2021-09-28,440,2,TOYOTA                             ,9
2021-09-28,22,1,HONDA                              ,9
2021-09-28,14,2,SUZUKI                             ,9
2021-09-28,2,1,MINI,9
2021-09-28,1,2,CHRYSLER                           ,9
2021-09-28,1,2,FOTON,9
2021-09-28,16,1,VOLVO                              ,9
2021-09-28,1,2,ASTON MARTIN,9
2021-09-28,10,2,MARCOPOLO,9
2021-09-28,20,1,BMW                             ,9
2021-09-28,41,2,IVECO                              ,9
2021-09-28,1,2,JAGUAR                             ,9
2021-09-28,153,2,MERCEDES-BENZ                      ,9
2021-09-29,6,1,DODGE                              ,9
2021-09-29,3,2,EFFA MOTORS,9
2021-09-29,4,1,SCANIA                             ,9
2021-09-29,99,1,TOYOTA                             ,9
2021-09-29,8,2,SUZUKI                             ,9
2021-09-29,2,2,LEXUS,9
2021-09-29,5,2,TROLLER,9
2021-09-29,920,2,VOLKSWAGEN                         ,9
2021-09-29,86,2,MITSUBISHI                         ,9
2021-09-29,58,2,SCANIA                             ,9
2021-09-29,209,2,RENAULT                            ,9
2021-09-29,767,2,GENERAL MOTORS                     ,9
2021-09-29,29,2,DAF,9
2021-09-29,5,1,IVECO                              ,9
2021-09-29,13,2,MINI,9
2021-09-29,5,1,AGRALE                             ,9
2021-09-29,1,1,LAND ROVER                         ,9
2021-09-29,1,2,LAMBORGHINI,9
2021-09-29,41,2,KIA                                ,9
2021-09-29,184,2,CHERY,9
2021-09-29,1,2,JAC,9
2021-09-29,2,2,FOTON,9
2021-09-29,180,2,MERCEDES-BENZ                      ,9
2021-09-29,192,2,JEEP,9
2021-09-29,8,2,PORSCHE                            ,9
2021-09-29,37,1,FORD,9
2021-09-29,230,2,NISSAN                             ,9
2021-09-29,466,1,VOLKSWAGEN                         ,9
2021-09-29,19,1,HONDA                              ,9
2021-09-29,170,1,PEUGEOT                            ,9
2021-09-29,4,2,OTHERS,9
2021-09-29,505,1,JEEP,9
2021-09-29,43,2,PEUGEOT                            ,9
2021-09-29,583,2,TOYOTA                             ,9
2021-09-29,279,1,GENERAL MOTORS                     ,9
2021-09-29,49,1,CHERY,9
2021-09-29,2,2,FERCAR,9
2021-09-29,1641,1,FIAT                               ,9
2021-09-29,761,2,HYUNDAI                            ,9
2021-09-29,6,2,AUDI                               ,9
2021-09-29,14,1,VOLVO                              ,9
2021-09-29,68,1,NISSAN                             ,9
2021-09-29,57,2,FORD,9
2021-09-29,49,1,MERCEDES-BENZ                      ,9
2021-09-29,79,1,MITSUBISHI                         ,9
2021-09-29,362,2,HONDA                              ,9
2021-09-29,22,2,LAND ROVER                         ,9
2021-09-29,46,2,CITROEN                            ,9
2021-09-29,3,2,AGRALE                             ,9
2021-09-29,10,1,BMW                             ,9
2021-09-29,14,2,MARCOPOLO,9
2021-09-29,1,2,TESLA MOTORS,9
2021-09-29,147,2,VOLVO                              ,9
2021-09-29,576,2,FIAT                               ,9
2021-09-29,85,2,BMW                             ,9
2021-09-29,50,2,IVECO                              ,9
2021-09-29,26,1,AUDI                               ,9
2021-09-29,1,1,SUZUKI                             ,9
2021-09-29,237,1,HYUNDAI                            ,9
2021-09-29,4,1,LEXUS,9
2021-09-29,35,1,CITROEN                            ,9
2021-09-29,110,1,RENAULT                            ,9
2021-09-29,4,1,MINI,9
2021-09-30,54,1,FORD,9
2021-09-30,106,2,BMW                             ,9
2021-09-30,25,1,HONDA                              ,9
2021-09-30,9,1,SCANIA                             ,9
2021-09-30,41,2,IVECO                              ,9
2021-09-30,741,2,FIAT                               ,9
2021-09-30,1333,2,VOLKSWAGEN                         ,9
2021-09-30,17,2,SUZUKI                             ,9
2021-09-30,1,2,OTHERS,9
2021-09-30,4,2,TROLLER,9
2021-09-30,9,2,AUDI                               ,9
2021-09-30,1,2,SSANGYONG,9
2021-09-30,1,2,DODGE                              ,9
2021-09-30,2,2,TESLA MOTORS,9
2021-09-30,413,2,RENAULT                            ,9
2021-09-30,170,1,TOYOTA                             ,9
2021-09-30,678,1,VOLKSWAGEN                         ,9
2021-09-30,70,2,MITSUBISHI                         ,9
2021-09-30,1,1,LAND ROVER                         ,9
2021-09-30,709,2,TOYOTA                             ,9
2021-09-30,2,2,JAC,9
2021-09-30,12,1,BMW                             ,9
2021-09-30,122,1,RENAULT                            ,9
2021-09-30,60,1,NISSAN                             ,9
2021-09-30,1,2,FERRARI                            ,9
2021-09-30,8,2,JAGUAR                             ,9
2021-09-30,11,1,VOLVO                              ,9
2021-09-30,1,2,PEIXOTO,9
2021-09-30,1,1,DAF,9
2021-09-30,13,1,MITSUBISHI                         ,9
2021-09-30,12,1,IVECO                              ,9
2021-09-30,2,2,FERCAR,9
2021-09-30,2,2,MINI,9
2021-09-30,20,2,DAF,9
2021-09-30,5,1,DODGE                              ,9
2021-09-30,326,2,JEEP,9
2021-09-30,1024,2,GENERAL MOTORS                     ,9
2021-09-30,31,2,LAND ROVER                         ,9
2021-09-30,195,2,MERCEDES-BENZ                      ,9
2021-09-30,1480,1,FIAT                               ,9
2021-09-30,76,2,CITROEN                            ,9
2021-09-30,380,1,GENERAL MOTORS                     ,9
2021-09-30,955,2,HYUNDAI                            ,9
2021-09-30,3,2,PORSCHE                            ,9
2021-09-30,353,2,NISSAN                             ,9
2021-09-30,40,2,FORD,9
2021-09-30,2,2,BUGRE,9
2021-09-30,30,1,MERCEDES-BENZ                      ,9
2021-09-30,3,1,MINI,9
2021-09-30,78,2,SCANIA                             ,9
2021-09-30,84,1,HYUNDAI                            ,9
2021-09-30,240,2,CHERY,9
2021-09-30,4,1,CHERY,9
2021-09-30,4,2,EFFA MOTORS,9
2021-09-30,7,2,MARCOPOLO,9
2021-09-30,29,2,KIA                                ,9
2021-09-30,348,2,HONDA                              ,9
2021-09-30,106,2,VOLVO                              ,9
2021-09-30,248,1,CITROEN                            ,9
2021-09-30,25,1,AUDI                               ,9
2021-09-30,2,2,FOTON,9
2021-09-30,378,1,PEUGEOT                            ,9
2021-09-30,689,1,JEEP,9
2021-09-30,69,2,PEUGEOT                            ,9
2021-10-01,5,2,MINI,10
2021-10-01,1,2,TESLA MOTORS,10
2021-10-01,501,2,FIAT                               ,10
2021-10-01,69,2,BMW                             ,10
2021-10-01,37,1,FORD,10
2021-10-01,248,2,HONDA                              ,10
2021-10-01,32,1,NISSAN                             ,10
2021-10-01,30,2,PEUGEOT                            ,10
2021-10-01,150,1,HYUNDAI                            ,10
2021-10-01,4,2,EFFA MOTORS,10
2021-10-01,720,2,VOLKSWAGEN                         ,10
2021-10-01,623,1,VOLKSWAGEN                         ,10
2021-10-01,3,1,DODGE                              ,10
2021-10-01,20,1,VOLVO                              ,10
2021-10-01,6,1,BMW                             ,10
2021-10-01,105,2,VOLVO                              ,10
2021-10-01,12,1,CITROEN                            ,10
2021-10-01,121,1,PEUGEOT                            ,10
2021-10-01,122,2,CHERY,10
2021-10-01,286,1,GENERAL MOTORS                     ,10
2021-10-01,4,2,SUZUKI                             ,10
2021-10-01,14,2,LAND ROVER                         ,10
2021-10-01,18,2,KIA                                ,10
2021-10-01,4,2,LEXUS,10
2021-10-01,6,2,PORSCHE                            ,10
2021-10-01,1,2,FERRARI                            ,10
2021-10-01,1,2,SELVAGEM,10
2021-10-01,1,1,SCANIA                             ,10
2021-10-01,115,1,TOYOTA                             ,10
2021-10-01,39,2,SCANIA                             ,10
2021-10-01,22,2,CITROEN                            ,10
2021-10-01,75,1,RENAULT                            ,10
2021-10-01,1,2,OTHERS,10
2021-10-01,37,2,FORD,10
2021-10-01,52,2,MITSUBISHI                         ,10
2021-10-01,2,1,CHERY,10
2021-10-01,481,2,TOYOTA                             ,10
2021-10-01,535,2,HYUNDAI                            ,10
2021-10-01,26,1,MERCEDES-BENZ                      ,10
2021-10-01,1,2,LAMBORGHINI,10
2021-10-01,9,2,AUDI                               ,10
2021-10-01,10,1,HONDA                              ,10
2021-10-01,14,2,MARCOPOLO,10
2021-10-01,20,2,DAF,10
2021-10-01,2,2,FOTON,10
2021-10-01,3,2,TROLLER,10
2021-10-01,135,2,NISSAN                             ,10
2021-10-01,298,1,JEEP,10
2021-10-01,12,1,MITSUBISHI                         ,10
2021-10-01,6,2,JAGUAR                             ,10
2021-10-01,31,1,AUDI                               ,10
2021-10-01,1364,1,FIAT                               ,10
2021-10-01,3,2,JAC,10
2021-10-01,2,1,MINI,10
2021-10-01,10,1,IVECO                              ,10
2021-10-01,85,2,RENAULT                            ,10
2021-10-01,93,2,JEEP,10
2021-10-01,603,2,GENERAL MOTORS                     ,10
2021-10-01,215,2,MERCEDES-BENZ                      ,10
2021-10-01,46,2,IVECO                              ,10
2021-10-02,4,1,GENERAL MOTORS                     ,10
2021-10-02,19,2,GENERAL MOTORS                     ,10
2021-10-02,1,2,NISSAN                             ,10
2021-10-02,1,2,BMW                             ,10
2021-10-02,8,2,RENAULT                            ,10
2021-10-02,26,2,VOLKSWAGEN                         ,10
2021-10-02,2,2,JEEP,10
2021-10-02,3,1,HONDA                              ,10
2021-10-02,5,1,JEEP,10
2021-10-02,11,1,FIAT                               ,10
2021-10-02,1,2,PEUGEOT                            ,10
2021-10-02,11,2,TOYOTA                             ,10
2021-10-02,6,2,IVECO                              ,10
2021-10-02,1,2,DAF,10
2021-10-02,19,2,HYUNDAI                            ,10
2021-10-02,5,2,MERCEDES-BENZ                      ,10
2021-10-02,3,1,RENAULT                            ,10
2021-10-02,5,2,FIAT                               ,10
2021-10-02,5,2,CHERY,10
2021-10-02,1,2,VOLVO                              ,10
2021-10-02,1,2,FORD,10
2021-10-02,2,2,SCANIA                             ,10
2021-10-02,7,2,HONDA                              ,10
2021-10-02,2,1,PEUGEOT                            ,10
2021-10-02,4,1,VOLKSWAGEN                         ,10
2021-10-03,2,1,JEEP,10
2021-10-03,1,2,HYUNDAI                            ,10
2021-10-03,2,2,FIAT                               ,10
2021-10-03,1,1,VOLKSWAGEN                         ,10
2021-10-03,1,2,GENERAL MOTORS                     ,10
2021-10-03,3,2,HONDA                              ,10
2021-10-04,21,1,VOLVO                              ,10
2021-10-04,2,2,MARCOPOLO,10
2021-10-04,103,1,RENAULT                            ,10
2021-10-04,15,2,PEUGEOT                            ,10
2021-10-04,19,2,LAND ROVER                         ,10
2021-10-04,138,2,MERCEDES-BENZ                      ,10
2021-10-04,758,2,VOLKSWAGEN                         ,10
2021-10-04,1,2,PEIXOTO,10
2021-10-04,1,2,OTHERS,10
2021-10-04,142,2,NISSAN                             ,10
2021-10-04,103,2,JEEP,10
2021-10-04,63,2,SCANIA                             ,10
2021-10-04,21,2,DAF,10
2021-10-04,193,1,GENERAL MOTORS                     ,10
2021-10-04,94,2,VOLVO                              ,10
2021-10-04,438,2,FIAT                               ,10
2021-10-04,25,1,MERCEDES-BENZ                      ,10
2021-10-04,1,2,BENTLEY,10
2021-10-04,13,1,HONDA                              ,10
2021-10-04,1,1,LAND ROVER                         ,10
2021-10-04,31,1,NISSAN                             ,10
2021-10-04,7,1,MITSUBISHI                         ,10
2021-10-04,3,2,TROLLER,10
2021-10-04,10,1,IVECO                              ,10
2021-10-04,2,2,MINI,10
2021-10-04,252,2,HONDA                              ,10
2021-10-04,51,2,BMW                             ,10
2021-10-04,16,1,AUDI                               ,10
2021-10-04,51,1,HYUNDAI                            ,10
2021-10-04,3,2,FOTON,10
2021-10-04,3,2,LEXUS,10
2021-10-04,2,1,CHERY,10
2021-10-04,34,1,FORD,10
2021-10-04,1,2,CADILLAC                           ,10
2021-10-04,9,2,JAGUAR                             ,10
2021-10-04,5,1,BMW                             ,10
2021-10-04,1,1,LEXUS,10
2021-10-04,400,2,TOYOTA                             ,10
2021-10-04,3,2,JAC,10
2021-10-04,34,1,CITROEN                            ,10
2021-10-04,1,1,DAF,10
2021-10-04,182,2,CHERY,10
2021-10-04,611,1,VOLKSWAGEN                         ,10
2021-10-04,109,1,TOYOTA                             ,10
2021-10-04,548,2,HYUNDAI                            ,10
2021-10-04,33,2,IVECO                              ,10
2021-10-04,1,1,DODGE                              ,10
2021-10-04,7,2,PORSCHE                            ,10
2021-10-04,29,2,FORD,10
2021-10-04,4,2,SUZUKI                             ,10
2021-10-04,24,2,KIA                                ,10
2021-10-04,206,1,JEEP,10
2021-10-04,15,2,AUDI                               ,10
2021-10-04,19,1,PEUGEOT                            ,10
2021-10-04,19,2,CITROEN                            ,10
2021-10-04,104,2,RENAULT                            ,10
2021-10-04,948,1,FIAT                               ,10
2021-10-04,37,2,MITSUBISHI                         ,10
2021-10-04,2,2,EFFA MOTORS,10
2021-10-04,625,2,GENERAL MOTORS                     ,10
2021-10-05,7,1,SCANIA                             ,10
2021-10-05,2,2,CADILLAC                           ,10
2021-10-05,269,2,CHERY,10
2021-10-05,18,2,PORSCHE                            ,10
2021-10-05,31,2,IVECO                              ,10
